idx,total,fname,family,gate_set,opt,qbits,strategy,noise,comm_multiplier,primitive,parts,orig_line
217,26240,graphstate_nativegates_ibm_opt0_112q,graphstate,nativegates_ibm_opt0,opt0,112,local,0.02,1.2,cat,6,"Experiment 217/26240: graphstate_nativegates_ibm_opt0_112q (112q), local, noise=0.02, comm=1.2x, cat, parts=6"
218,26240,graphstate_nativegates_ibm_opt0_112q,graphstate,nativegates_ibm_opt0,opt0,112,local,0.02,1.2,cat,8,"Experiment 218/26240: graphstate_nativegates_ibm_opt0_112q (112q), local, noise=0.02, comm=1.2x, cat, parts=8"
219,26240,graphstate_nativegates_ibm_opt0_112q,graphstate,nativegates_ibm_opt0,opt0,112,local,0.02,1.2,cat,10,"Experiment 219/26240: graphstate_nativegates_ibm_opt0_112q (112q), local, noise=0.02, comm=1.2x, cat, parts=10"
220,26240,graphstate_nativegates_ibm_opt0_112q,graphstate,nativegates_ibm_opt0,opt0,112,local,0.02,1.2,teleportation,2,"Experiment 220/26240: graphstate_nativegates_ibm_opt0_112q (112q), local, noise=0.02, comm=1.2x, teleportation, parts=2"
221,26240,graphstate_nativegates_ibm_opt0_112q,graphstate,nativegates_ibm_opt0,opt0,112,local,0.02,1.2,teleportation,4,"Experiment 221/26240: graphstate_nativegates_ibm_opt0_112q (112q), local, noise=0.02, comm=1.2x, teleportation, parts=4"
222,26240,graphstate_nativegates_ibm_opt0_112q,graphstate,nativegates_ibm_opt0,opt0,112,local,0.02,1.2,teleportation,6,"Experiment 222/26240: graphstate_nativegates_ibm_opt0_112q (112q), local, noise=0.02, comm=1.2x, teleportation, parts=6"
223,26240,graphstate_nativegates_ibm_opt0_112q,graphstate,nativegates_ibm_opt0,opt0,112,local,0.02,1.2,teleportation,8,"Experiment 223/26240: graphstate_nativegates_ibm_opt0_112q (112q), local, noise=0.02, comm=1.2x, teleportation, parts=8"
224,26240,graphstate_nativegates_ibm_opt0_112q,graphstate,nativegates_ibm_opt0,opt0,112,local,0.02,1.2,teleportation,10,"Experiment 224/26240: graphstate_nativegates_ibm_opt0_112q (112q), local, noise=0.02, comm=1.2x, teleportation, parts=10"
225,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.01,1.0,cat,2,"Experiment 225/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.01, comm=1.0x, cat, parts=2"
226,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.01,1.0,cat,4,"Experiment 226/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.01, comm=1.0x, cat, parts=4"
227,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.01,1.0,cat,6,"Experiment 227/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.01, comm=1.0x, cat, parts=6"
228,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.01,1.0,cat,8,"Experiment 228/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.01, comm=1.0x, cat, parts=8"
229,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.01,1.0,cat,10,"Experiment 229/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.01, comm=1.0x, cat, parts=10"
230,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.01,1.0,teleportation,2,"Experiment 230/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.01, comm=1.0x, teleportation, parts=2"
231,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.01,1.0,teleportation,4,"Experiment 231/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.01, comm=1.0x, teleportation, parts=4"
232,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.01,1.0,teleportation,6,"Experiment 232/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.01, comm=1.0x, teleportation, parts=6"
233,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.01,1.0,teleportation,8,"Experiment 233/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.01, comm=1.0x, teleportation, parts=8"
234,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.01,1.0,teleportation,10,"Experiment 234/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.01, comm=1.0x, teleportation, parts=10"
235,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.01,1.05,cat,2,"Experiment 235/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.01, comm=1.05x, cat, parts=2"
236,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.01,1.05,cat,4,"Experiment 236/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.01, comm=1.05x, cat, parts=4"
237,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.01,1.05,cat,6,"Experiment 237/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.01, comm=1.05x, cat, parts=6"
238,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.01,1.05,cat,8,"Experiment 238/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.01, comm=1.05x, cat, parts=8"
239,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.01,1.05,cat,10,"Experiment 239/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.01, comm=1.05x, cat, parts=10"
240,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.01,1.05,teleportation,2,"Experiment 240/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.01, comm=1.05x, teleportation, parts=2"
241,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.01,1.05,teleportation,4,"Experiment 241/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.01, comm=1.05x, teleportation, parts=4"
242,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.01,1.05,teleportation,6,"Experiment 242/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.01, comm=1.05x, teleportation, parts=6"
243,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.01,1.05,teleportation,8,"Experiment 243/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.01, comm=1.05x, teleportation, parts=8"
244,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.01,1.05,teleportation,10,"Experiment 244/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.01, comm=1.05x, teleportation, parts=10"
245,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.01,1.1,cat,2,"Experiment 245/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.01, comm=1.1x, cat, parts=2"
246,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.01,1.1,cat,4,"Experiment 246/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.01, comm=1.1x, cat, parts=4"
247,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.01,1.1,cat,6,"Experiment 247/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.01, comm=1.1x, cat, parts=6"
248,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.01,1.1,cat,8,"Experiment 248/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.01, comm=1.1x, cat, parts=8"
249,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.01,1.1,cat,10,"Experiment 249/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.01, comm=1.1x, cat, parts=10"
250,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.01,1.1,teleportation,2,"Experiment 250/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.01, comm=1.1x, teleportation, parts=2"
251,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.01,1.1,teleportation,4,"Experiment 251/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.01, comm=1.1x, teleportation, parts=4"
252,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.01,1.1,teleportation,6,"Experiment 252/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.01, comm=1.1x, teleportation, parts=6"
253,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.01,1.1,teleportation,8,"Experiment 253/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.01, comm=1.1x, teleportation, parts=8"
254,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.01,1.1,teleportation,10,"Experiment 254/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.01, comm=1.1x, teleportation, parts=10"
255,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.01,1.2,cat,2,"Experiment 255/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.01, comm=1.2x, cat, parts=2"
256,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.01,1.2,cat,4,"Experiment 256/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.01, comm=1.2x, cat, parts=4"
257,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.01,1.2,cat,6,"Experiment 257/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.01, comm=1.2x, cat, parts=6"
258,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.01,1.2,cat,8,"Experiment 258/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.01, comm=1.2x, cat, parts=8"
259,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.01,1.2,cat,10,"Experiment 259/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.01, comm=1.2x, cat, parts=10"
260,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.01,1.2,teleportation,2,"Experiment 260/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.01, comm=1.2x, teleportation, parts=2"
261,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.01,1.2,teleportation,4,"Experiment 261/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.01, comm=1.2x, teleportation, parts=4"
262,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.01,1.2,teleportation,6,"Experiment 262/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.01, comm=1.2x, teleportation, parts=6"
263,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.01,1.2,teleportation,8,"Experiment 263/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.01, comm=1.2x, teleportation, parts=8"
264,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.01,1.2,teleportation,10,"Experiment 264/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.01, comm=1.2x, teleportation, parts=10"
265,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.02,1.0,cat,2,"Experiment 265/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.02, comm=1.0x, cat, parts=2"
266,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.02,1.0,cat,4,"Experiment 266/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.02, comm=1.0x, cat, parts=4"
267,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.02,1.0,cat,6,"Experiment 267/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.02, comm=1.0x, cat, parts=6"
268,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.02,1.0,cat,8,"Experiment 268/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.02, comm=1.0x, cat, parts=8"
269,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.02,1.0,cat,10,"Experiment 269/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.02, comm=1.0x, cat, parts=10"
270,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.02,1.0,teleportation,2,"Experiment 270/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.02, comm=1.0x, teleportation, parts=2"
271,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.02,1.0,teleportation,4,"Experiment 271/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.02, comm=1.0x, teleportation, parts=4"
272,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.02,1.0,teleportation,6,"Experiment 272/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.02, comm=1.0x, teleportation, parts=6"
273,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.02,1.0,teleportation,8,"Experiment 273/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.02, comm=1.0x, teleportation, parts=8"
274,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.02,1.0,teleportation,10,"Experiment 274/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.02, comm=1.0x, teleportation, parts=10"
275,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.02,1.05,cat,2,"Experiment 275/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.02, comm=1.05x, cat, parts=2"
276,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.02,1.05,cat,4,"Experiment 276/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.02, comm=1.05x, cat, parts=4"
277,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.02,1.05,cat,6,"Experiment 277/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.02, comm=1.05x, cat, parts=6"
278,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.02,1.05,cat,8,"Experiment 278/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.02, comm=1.05x, cat, parts=8"
279,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.02,1.05,cat,10,"Experiment 279/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.02, comm=1.05x, cat, parts=10"
280,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.02,1.05,teleportation,2,"Experiment 280/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.02, comm=1.05x, teleportation, parts=2"
281,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.02,1.05,teleportation,4,"Experiment 281/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.02, comm=1.05x, teleportation, parts=4"
282,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.02,1.05,teleportation,6,"Experiment 282/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.02, comm=1.05x, teleportation, parts=6"
283,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.02,1.05,teleportation,8,"Experiment 283/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.02, comm=1.05x, teleportation, parts=8"
284,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.02,1.05,teleportation,10,"Experiment 284/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.02, comm=1.05x, teleportation, parts=10"
285,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.02,1.1,cat,2,"Experiment 285/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.02, comm=1.1x, cat, parts=2"
286,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.02,1.1,cat,4,"Experiment 286/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.02, comm=1.1x, cat, parts=4"
287,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.02,1.1,cat,6,"Experiment 287/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.02, comm=1.1x, cat, parts=6"
288,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.02,1.1,cat,8,"Experiment 288/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.02, comm=1.1x, cat, parts=8"
289,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.02,1.1,cat,10,"Experiment 289/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.02, comm=1.1x, cat, parts=10"
290,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.02,1.1,teleportation,2,"Experiment 290/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.02, comm=1.1x, teleportation, parts=2"
291,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.02,1.1,teleportation,4,"Experiment 291/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.02, comm=1.1x, teleportation, parts=4"
292,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.02,1.1,teleportation,6,"Experiment 292/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.02, comm=1.1x, teleportation, parts=6"
293,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.02,1.1,teleportation,8,"Experiment 293/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.02, comm=1.1x, teleportation, parts=8"
294,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.02,1.1,teleportation,10,"Experiment 294/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.02, comm=1.1x, teleportation, parts=10"
295,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.02,1.2,cat,2,"Experiment 295/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.02, comm=1.2x, cat, parts=2"
296,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.02,1.2,cat,4,"Experiment 296/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.02, comm=1.2x, cat, parts=4"
297,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.02,1.2,cat,6,"Experiment 297/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.02, comm=1.2x, cat, parts=6"
298,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.02,1.2,cat,8,"Experiment 298/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.02, comm=1.2x, cat, parts=8"
299,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.02,1.2,cat,10,"Experiment 299/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.02, comm=1.2x, cat, parts=10"
300,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.02,1.2,teleportation,2,"Experiment 300/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.02, comm=1.2x, teleportation, parts=2"
301,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.02,1.2,teleportation,4,"Experiment 301/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.02, comm=1.2x, teleportation, parts=4"
302,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.02,1.2,teleportation,6,"Experiment 302/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.02, comm=1.2x, teleportation, parts=6"
303,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.02,1.2,teleportation,8,"Experiment 303/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.02, comm=1.2x, teleportation, parts=8"
304,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,global,0.02,1.2,teleportation,10,"Experiment 304/26240: graphstate_nativegates_ibm_opt0_104q (104q), global, noise=0.02, comm=1.2x, teleportation, parts=10"
305,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.01,1.0,cat,2,"Experiment 305/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.01, comm=1.0x, cat, parts=2"
306,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.01,1.0,cat,4,"Experiment 306/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.01, comm=1.0x, cat, parts=4"
307,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.01,1.0,cat,6,"Experiment 307/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.01, comm=1.0x, cat, parts=6"
308,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.01,1.0,cat,8,"Experiment 308/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.01, comm=1.0x, cat, parts=8"
309,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.01,1.0,cat,10,"Experiment 309/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.01, comm=1.0x, cat, parts=10"
310,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.01,1.0,teleportation,2,"Experiment 310/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.01, comm=1.0x, teleportation, parts=2"
311,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.01,1.0,teleportation,4,"Experiment 311/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.01, comm=1.0x, teleportation, parts=4"
312,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.01,1.0,teleportation,6,"Experiment 312/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.01, comm=1.0x, teleportation, parts=6"
313,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.01,1.0,teleportation,8,"Experiment 313/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.01, comm=1.0x, teleportation, parts=8"
314,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.01,1.0,teleportation,10,"Experiment 314/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.01, comm=1.0x, teleportation, parts=10"
315,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.01,1.05,cat,2,"Experiment 315/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.01, comm=1.05x, cat, parts=2"
316,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.01,1.05,cat,4,"Experiment 316/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.01, comm=1.05x, cat, parts=4"
317,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.01,1.05,cat,6,"Experiment 317/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.01, comm=1.05x, cat, parts=6"
318,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.01,1.05,cat,8,"Experiment 318/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.01, comm=1.05x, cat, parts=8"
319,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.01,1.05,cat,10,"Experiment 319/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.01, comm=1.05x, cat, parts=10"
320,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.01,1.05,teleportation,2,"Experiment 320/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.01, comm=1.05x, teleportation, parts=2"
321,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.01,1.05,teleportation,4,"Experiment 321/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.01, comm=1.05x, teleportation, parts=4"
322,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.01,1.05,teleportation,6,"Experiment 322/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.01, comm=1.05x, teleportation, parts=6"
323,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.01,1.05,teleportation,8,"Experiment 323/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.01, comm=1.05x, teleportation, parts=8"
324,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.01,1.05,teleportation,10,"Experiment 324/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.01, comm=1.05x, teleportation, parts=10"
